Start Time, Tue Mar 3 16:27:20 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 85199.382144
Real Time (s), 85208.571198
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1279, 1279, 302
1280, 1280, 288
1281, 1281, 313
1282, 1282, 299
1283, 1283, 275
1284, 1284, 284
1285, 1285, 318
1286, 1286, 323
1287, 1287, 294
1288, 1288, 270
1289, 1289, 278
1290, 1290, 293
1291, 1291, 287
1292, 1292, 286
1293, 1293, 290
1294, 1294, 305
1295, 1295, 312
1296, 1296, 277
1297, 1297, 287
1298, 1298, 265
1299, 1299, 288
1300, 1300, 302
1301, 1301, 289
1302, 1302, 308
1303, 1303, 260
1304, 1304, 288
1305, 1305, 278
1306, 1306, 269
1307, 1307, 300
1308, 1308, 294
1309, 1309, 275
1310, 1310, 297
1311, 1311, 283
1312, 1312, 261
1313, 1313, 265
1314, 1314, 280
1315, 1315, 276
1316, 1316, 292
1317, 1317, 305
1318, 1318, 253
1319, 1319, 250
1320, 1320, 249
1321, 1321, 259
1322, 1322, 264
1323, 1323, 269
1324, 1324, 279
1325, 1325, 277
1326, 1326, 286
1327, 1327, 230
1328, 1328, 258
1329, 1329, 270
1330, 1330, 277
1331, 1331, 286
1332, 1332, 302
1333, 1333, 281
1334, 1334, 258
1335, 1335, 257
1336, 1336, 231
1337, 1337, 287
1338, 1338, 253
1339, 1339, 251
1340, 1340, 259
1341, 1341, 295
1342, 1342, 283
1343, 1343, 285
1344, 1344, 260
1345, 1345, 244
1346, 1346, 270
1347, 1347, 282
1348, 1348, 270
1349, 1349, 231
1350, 1350, 224
1351, 1351, 284
1352, 1352, 243
1353, 1353, 235
1354, 1354, 260
1355, 1355, 233
1356, 1356, 235
1357, 1357, 250
1358, 1358, 272
1359, 1359, 261
1360, 1360, 268
1361, 1361, 243
1362, 1362, 269
1363, 1363, 241
1364, 1364, 259
1365, 1365, 250
1366, 1366, 239
1367, 1367, 242
1368, 1368, 224
1369, 1369, 233
1370, 1370, 221
1371, 1371, 274
1372, 1372, 266
1373, 1373, 268
1374, 1374, 244
1375, 1375, 235
1376, 1376, 238
1377, 1377, 229
1378, 1378, 224
1379, 1379, 214
1380, 1380, 223
1381, 1381, 236
1382, 1382, 246
1383, 1383, 252
1384, 1384, 230
1385, 1385, 213
1386, 1386, 227
1387, 1387, 250
1388, 1388, 241
1389, 1389, 237
1390, 1390, 202
1391, 1391, 239
1392, 1392, 216
1393, 1393, 190
1394, 1394, 240
1395, 1395, 232
1396, 1396, 237
1397, 1397, 226
1398, 1398, 224
1399, 1399, 232
1400, 1400, 236
1401, 1401, 224
1402, 1402, 207
1403, 1403, 216
1404, 1404, 223
1405, 1405, 230
1406, 1406, 230
1407, 1407, 219
1408, 1408, 215
1409, 1409, 223
1410, 1410, 217
1411, 1411, 189
1412, 1412, 247
1413, 1413, 216
1414, 1414, 235
1415, 1415, 237
1416, 1416, 215
1417, 1417, 206
1418, 1418, 200
1419, 1419, 211
1420, 1420, 231
1421, 1421, 229
1422, 1422, 230
1423, 1423, 204
1424, 1424, 227
1425, 1425, 214
1426, 1426, 199
1427, 1427, 235
1428, 1428, 203
1429, 1429, 227
1430, 1430, 226
1431, 1431, 216
1432, 1432, 220
1433, 1433, 219
1434, 1434, 248
1435, 1435, 196
1436, 1436, 283
1437, 1437, 259
1438, 1438, 239
1439, 1439, 250
1440, 1440, 243
1441, 1441, 245
1442, 1442, 223
1443, 1443, 250
1444, 1444, 239
1445, 1445, 271
1446, 1446, 269
1447, 1447, 268
1448, 1448, 273
1449, 1449, 256
1450, 1450, 259
1451, 1451, 260
1452, 1452, 272
1453, 1453, 304
1454, 1454, 298
1455, 1455, 283
1456, 1456, 273
1457, 1457, 309
1458, 1458, 334
1459, 1459, 301
1460, 1460, 309
1461, 1461, 320
1462, 1462, 370
1463, 1463, 318
1464, 1464, 358
1465, 1465, 346
1466, 1466, 365
1467, 1467, 356
1468, 1468, 385
1469, 1469, 372
1470, 1470, 346
1471, 1471, 392
1472, 1472, 366
1473, 1473, 387
1474, 1474, 392
1475, 1475, 458
1476, 1476, 405
1477, 1477, 459
1478, 1478, 399
1479, 1479, 444
1480, 1480, 458
1481, 1481, 439
1482, 1482, 472
1483, 1483, 447
1484, 1484, 499
1485, 1485, 466
